geoid,aland,awater,income,population,kmdensity,centx,centy
420970819006,29798461,13759,31026,1457,48.89509964,-76.71895985,40.82606721
420970810005,122909,0,19364,349,2839.5,-76.41142462,40.79895683
420970817003,229089,0,25411,862,3762.72998,-76.549176,40.78700139
420130112003,623563,0,33269,1258,2017.439941,-78.39448026,40.4313628
420130112004,1624120,0,21840,1193,734.552002,-78.38479679,40.42716291
420810116025,687955,0,24492,1245,1809.709961,-76.99128857,41.23428378
420810116027,994895,6946,26795,951,955.8800049,-76.98546799,41.22970585
420810116026,716854,0,33023,745,1039.26001,-76.99594811,41.22676776
420810116022,801228,0,25516,1213,1513.930054,-77.0157011,41.22319613
420810117001,124885985,278435,21598,1909,15.28590012,-77.04999954,41.11922975
420810117003,546577,4717,21156,822,1503.910034,-76.8778559,41.17198937
420810117004,869215,7033,20797,632,727.0930176,-76.87142738,41.17032794
420810117006,9376384,137311,30003,31,3.30618,-76.92759674,41.15933787
420810117007,2896056,4741,6385,1591,549.367981,-76.83257877,41.20473279
420970806001,691759,0,20457,1038,1500.52002,-76.79897994,40.89016581
420970818002,57307052,676128,24624,916,15.98410034,-76.7030893,40.75149938
420970804003,8329005,0,20844,726,87.16529846,-76.83340965,40.98869616
420970805001,21632216,3326095,26393,2003,92.59339905,-76.82138691,40.91830512
420970812001,23795410,143149,7319,3533,148.473999,-76.54444433,40.80665807
420970801003,1163252,0,27676,691,594.0239868,-76.76943174,41.1018796
420970811003,205966,0,22595,873,4238.560059,-76.41646458,40.79489069
420970807003,8819648,190126,48017,1198,135.8329926,-76.64292276,40.94284706
420970819001,19958245,4378259,27595,948,47.49919891,-76.74512542,40.89498376
420970809003,520396,0,23853,650,1249.050049,-76.46405958,40.80353331
420970813001,893213,0,23721,785,878.8499756,-76.58079775,40.7883524
420130112005,1333789,0,33759,1270,952.1749878,-78.40349075,40.42454761
420130113001,799414,0,26746,794,993.2280273,-78.3232062,40.31407059
420130113002,838597,0,23242,1048,1249.709961,-78.32502795,40.30786002
420130114001,835463,0,22741,991,1186.170044,-78.39619683,40.33809609
420970814003,193958,0,16078,616,3175.949951,-76.56872342,40.78380157
420970802004,986768,360926,22680,1149,1164.410034,-76.86856167,41.08745562
420970803004,278577,0,21999,510,1830.72998,-76.84427459,41.01868446
420970803007,296920,0,16273,1220,4108.850098,-76.85202316,41.01823239
420970806002,883227,0,30335,652,738.2020264,-76.78666428,40.89344752
420970813002,151669,0,16881,654,4312.02002,-76.57268701,40.78899896
420970808004,31472922,627255,28285,1176,37.3655014,-76.63865271,40.86699074
420970804002,12780980,2608320,23758,1569,122.7610016,-76.86300114,40.96775399
420970820003,285002,0,18845,636,2231.560059,-76.78638741,40.86483089
420970812002,38917535,57880,17605,1418,36.43600082,-76.54996488,40.77638082
420970811004,187530,0,29022,441,2351.620117,-76.41933588,40.7976757
420970809001,25752079,365033,34927,1124,43.64699936,-76.44256397,40.81443941
420970823003,51928768,273458,25321,932,17.9477005,-76.77064258,40.6648202
420970823002,34805833,6703344,21396,1329,38.18330002,-76.82184472,40.71337027
420131002001,1337550,0,19903,1325,990.6170044,-78.41997912,40.49304192
420131002002,1528255,0,30730,853,558.1530151,-78.4244162,40.48071132
420131003001,429713,0,12735,451,1049.540039,-78.40820965,40.50792649
420131003003,396175,0,26639,1017,2567.050049,-78.41755921,40.50283175
420131004001,381807,0,17228,851,2228.870117,-78.41318949,40.51351971
420131004002,611927,0,21782,746,1219.099976,-78.41777008,40.50937153
420970807002,3695186,1129140,23870,761,205.9440002,-76.65192437,40.95222496
420970808002,3042580,0,33367,1054,346.4169922,-76.55878092,40.86310628
420970810003,174297,0,16295,773,4434.959961,-76.41055835,40.79534094
420970810001,128522,0,18558,508,3952.629883,-76.40551624,40.79704602
420970810002,293468,0,17622,829,2824.840088,-76.40541548,40.79386959
420970811001,150443,0,22026,634,4214.220215,-76.41456449,40.79910133
420970812004,295042,0,18423,401,1359.130005,-76.54090981,40.78864219
420970812003,1951970,46688,21256,837,428.7980042,-76.53604737,40.78484285
420970813003,255804,0,13386,1015,3967.879883,-76.57150638,40.78745599
420131005001,188886,0,16222,573,3033.580078,-78.40550002,40.51987714
420131005003,241870,0,18580,685,2832.100098,-78.41320087,40.516967
420131005004,453856,2424,27519,1058,2331.139893,-78.41295387,40.52265864
420131006002,338147,0,27333,702,2076.02002,-78.40945482,40.52754939
420970814001,1582342,6603,26687,629,397.5119934,-76.57609103,40.78051467
420350301004,2724624,13990,15200,1248,458.0450134,-77.74790743,41.33126615
420970815001,112521,0,25358,371,3297.159912,-76.54805763,40.79446182
420970815002,192760,0,22770,773,4010.169922,-76.55298817,40.79456905
420970815004,168193,0,12920,541,3216.540039,-76.55690174,40.79197312
420970816001,267425,0,12755,592,2213.699951,-76.55748039,40.78237438
420970817001,212995,0,18653,845,3967.22998,-76.54905686,40.79117244
420970818001,31114812,390485,24474,622,19.9904995,-76.51769082,40.74643252
420131007001,689348,0,11402,803,1164.869995,-78.39549075,40.52349268
420131007003,152647,0,13232,739,4841.22998,-78.39949449,40.52632819
420131008001,548954,0,15381,1139,2074.850098,-78.40525257,40.53917332
420131008002,447600,0,26806,675,1508.040039,-78.40740053,40.53341219
420131009001,400106,0,22992,737,1842.01001,-78.39568097,40.53559524
420970818003,29998205,54536,22941,1519,50.63639832,-76.6658233,40.7744406
420970820001,231329,0,30146,403,1742.109985,-76.77788297,40.86496198
420970820002,572497,0,18673,1039,1814.859985,-76.79042096,40.87299839
420970821002,277293,0,17818,848,3058.139893,-76.79189856,40.85981978
420970821001,320751,0,12867,975,3039.73999,-76.79378802,40.8649744
420970821003,254035,0,15593,983,3869.550049,-76.79702336,40.85913443
420970822001,674691,166615,21315,568,841.8670044,-76.77461029,40.86201154
420810110005,558955,0,20613,627,1121.73999,-76.91778863,41.25331738
420810111001,2596917,20379,34831,1108,426.6600037,-76.94714574,41.25405568
420810111002,712531,0,31715,1000,1403.449951,-76.9558237,41.26038521
420810111003,676347,0,13316,1139,1684.050049,-76.96634018,41.25926854
420810111004,802489,0,32603,988,1231.170044,-76.976866,41.25791438
420810111005,3247939,522691,30503,464,142.8600006,-76.9568554,41.24568517
420810112002,11783326,12461,37119,1807,153.352005,-77.00340491,41.27620572
420970822003,549064,19391,15729,1367,2489.689941,-76.78229446,40.85600337
420970823001,107299802,86948,22332,1419,13.22459984,-76.67434618,40.7115313
420970824003,1103598,0,23113,835,756.6160278,-76.46336308,40.79568312
420970824002,1034813,0,19733,1045,1009.840027,-76.47783541,40.79586191
420970824001,347734,0,25970,982,2824,-76.48084664,40.79126247
421330202203,3033618,0,35871,879,289.7529907,-76.85963728,40.20172999
421330205221,10411479,0,28890,918,88.17189789,-76.88237635,39.93639915
420131009002,306980,0,17543,1132,3687.540039,-78.38960719,40.53860771
420131009003,370992,0,18000,1016,2738.600098,-78.38560604,40.5365933
420131009004,1371410,0,17928,1386,1010.640015,-78.37815855,40.54712709
420131011001,982561,0,24693,1584,1612.109985,-78.41881505,40.47259839
420131012001,641951,0,42865,638,993.8449707,-78.40959475,40.4892998
421330207103,2645890,0,34728,2108,796.7069702,-76.83322554,39.99482652
421330207101,3141530,0,28700,2097,667.5089722,-76.84450235,39.9873385
420333304001,13273856,1234088,19078,696,52.43389893,-78.71747469,41.18608327
420131012002,695110,0,35464,873,1255.920044,-78.41380696,40.48059109
420970806004,483208,0,23871,1007,2083.98999,-76.80326829,40.89319691
420970809002,29534325,102557,21097,1956,66.22799683,-76.43806707,40.77837591
420131012003,1256935,0,31654,1216,967.4329834,-78.40454003,40.48447719
420131012004,1390926,0,26511,1366,982.0800171,-78.39863005,40.4800864
420131014001,341110,0,11987,1219,3573.629883,-78.40383593,40.50527891
420131014002,595305,0,24820,1451,2437.409912,-78.40181947,40.50060197
420970815003,208534,0,22028,519,2488.800049,-76.56186194,40.78938524
420131014003,519142,0,47227,1005,1935.890015,-78.40912585,40.49778325
420131015001,1139675,0,24510,1072,940.6190186,-78.3841805,40.50277545
420131015002,533041,0,22225,506,949.2700195,-78.38796863,40.50899438
420131015003,448045,0,22503,1001,2234.149902,-78.39376041,40.50200823
420131015004,611023,0,20842,835,1366.560059,-78.3978636,40.49436261
420550106002,4668824,0,37336,2798,599.2940063,-77.59859878,39.91374915
420131016002,342139,2380,15125,1046,3057.23999,-78.39565636,40.50865129
420131017003,190221,0,17822,1024,5383.209961,-78.38858983,40.51787532
420131017004,182730,0,15838,841,4602.419922,-78.38531476,40.51641806
420131017001,280240,0,21359,583,2080.360107,-78.38178331,40.51410742
420710118033,1672498,1906,38209,1581,945.2930298,-76.30269326,40.07771823
420710118042,936789,0,33740,787,840.1040039,-76.31329927,40.09084933
420710118044,2089211,6642,27531,2119,1014.26001,-76.33462248,40.08050172
420710118045,3130656,6780,29945,1924,614.5679932,-76.31708872,40.07970279
420579602001,95613403,64388,21690,1379,14.42269993,-77.96054221,40.05900045
420579601003,119843779,798433,25895,2077,17.33090019,-78.02692721,39.87728423
420579603004,98205426,73647,22710,1116,11.36390018,-78.11435031,39.77302365
420579601001,74909315,169017,23916,1677,22.38710022,-77.9611244,39.98207785
420579602004,238708298,168511,21628,1250,5.236519814,-78.18367768,39.99648385
420579603002,78987374,0,31737,751,9.507849693,-78.29899677,39.76975936
420333301003,3735152,8316,21788,1402,375.3529968,-78.77504974,41.10631042
420130113004,28042629,0,24016,582,20.7541008,-78.2890528,40.28222444
420130116002,25968801,0,24987,1426,54.91199875,-78.46883643,40.29856288
420710117034,2623607,10374,43365,1801,686.460022,-76.41473169,40.08105338
420710118012,2773990,30070,39659,2113,761.7189941,-76.27406124,40.07518519
420710118021,1419622,167,30393,2424,1707.5,-76.29666084,40.06413962
420550115004,31455554,69473,23162,1461,46.44649887,-77.90263991,39.85263125
420550116002,66049606,22163,29727,1971,29.84119987,-77.87529137,39.77069423
420550105003,3424835,0,20391,1113,324.9790039,-77.55456746,39.91463419
420550120001,24869956,0,28155,1270,51.06560135,-77.60609857,39.83146959
420550113023,8281831,0,33541,970,117.1240005,-77.70890876,39.93972793
420550113022,12998325,0,29521,3862,297.1149902,-77.7027341,39.95484465
420550107004,23819015,21541,35769,3011,126.4120026,-77.57919296,39.87403493
420550102001,84740752,285593,25434,2287,26.98819923,-77.62824919,40.11966983
420550125022,8729669,17949,27923,2260,258.8869934,-77.51679223,39.73061635
420550121002,12379775,0,26937,1243,100.4059982,-77.63157158,39.75398496
420810104006,8730687,166571,26588,580,66.43229675,-77.08202606,41.3008239
420810102001,567038734,4627959,33630,483,0.851794004,-77.43164077,41.41475329
420350302005,2386051,68686,24547,1573,659.2479858,-77.48882514,41.10449
420810102002,59657234,1006630,32401,568,9.52105999,-77.3373865,41.25271877
420810107002,14252833,133033,30509,1502,105.3830032,-76.72031926,41.25517703
420810119001,19699441,769947,23570,1869,94.87580109,-77.27362049,41.20455249
420810117002,36365322,779160,26632,1346,37.01330185,-76.93091219,41.17935596
420810101001,470615031,1573284,25106,1696,3.603790045,-77.20390018,41.46199294
420810104002,30585219,99533,27864,731,23.90040016,-77.12095232,41.31184579
420810103003,25309042,828359,20246,1041,41.13150024,-77.21648499,41.22529186
420810112001,21990153,202176,39924,2441,111.0039978,-76.95413418,41.28194595
420810113012,16782263,341070,24738,1125,67.03510284,-77.16717792,41.2341791
420810113021,9795964,7520,34789,1532,156.3910065,-77.08559772,41.25419655
420810119006,395873,0,21494,723,1826.339966,-77.25531141,41.19815687
420810003006,269390,0,20479,829,3077.320068,-77.02955155,41.24081883
420810104005,7946422,93610,28428,850,106.9660034,-77.05289908,41.30953367
420810104004,8839604,23637,31119,793,89.7098999,-77.01331136,41.312168
420810101002,207578637,3185642,21959,672,3.23732996,-76.91463188,41.52395118
420810008001,555019,0,17560,1402,2526.040039,-77.02581061,41.2358545
420810106004,54112851,88133,20901,1048,19.36689949,-76.5221335,41.24434288
420810104003,26383289,133300,25812,1119,42.41320038,-77.0464783,41.33614824
420810105004,38911862,578281,35005,1765,45.35889816,-76.90212053,41.31482943
420810110002,1143452,0,34230,874,764.3519897,-76.90769054,41.25127673
420810004003,277900,0,12613,1319,4746.310059,-77.01760605,41.24183788
420810105003,20796402,56015,30187,835,40.15119934,-76.84032671,41.30671472
420810108004,15010214,1140476,24070,1026,68.35350037,-76.80381006,41.18193276
420810107001,52546700,84240,26473,1220,23.2173996,-76.76884453,41.30144439
420810117005,45287193,1996303,20959,1246,27.51329994,-76.86159833,41.20343223
420810002003,190884,0,26467,832,4358.669922,-77.01138159,41.2495905
420810111006,508750,0,25139,1068,2099.26001,-76.9667778,41.25361743
420810105002,138691039,1362063,28159,659,4.751570225,-76.79663612,41.38554654
420333303002,1186987,1492,26994,1249,1052.23999,-78.75345156,41.11441844
420710118032,633188,1314,28762,1300,2053.100098,-76.27931324,40.08570572
420710117052,2682881,16938,19741,551,205.3760071,-76.36756584,40.07912411
420710117031,1625304,6132,28140,1059,651.5700073,-76.42271587,40.09968479
420810113011,16842322,1108421,21312,1193,70.83350372,-77.12609414,41.24109069
420810116021,891054,705725,18449,772,866.3900146,-77.00234928,41.23379017
420810116023,410451,0,24683,405,986.7189941,-77.00497589,41.22576174
420410125021,8578414,1035,31650,927,108.0619965,-77.1335558,40.1889238
420810001001,856138,0,22410,1718,2006.689941,-76.98760277,41.25720914
420810001002,1078034,613,31702,865,802.3870239,-77.00023656,41.25866587
420810001003,560617,2771,30550,834,1487.650024,-77.00417263,41.25469044
420810002001,944334,0,57803,756,800.5640259,-77.0204942,41.2530603
420810002002,625194,0,31988,813,1300.400024,-77.01402065,41.25605502
420810003001,194873,0,25599,585,3001.959961,-77.02431936,41.24548689
420810003002,209940,0,21511,419,1995.810059,-77.0299699,41.2451681
420810003003,222899,0,19962,660,2960.97998,-77.03657319,41.24519148
420810105005,23679424,52918,28649,1353,57.13819885,-76.9708087,41.31936061
420550115001,39846618,12808,25348,825,20.70439911,-77.93424943,39.90008806
420550104003,6627354,0,27917,2239,337.8420105,-77.61787015,39.97394413
420550114005,32146525,29388,21759,964,29.98769951,-77.80138137,39.8804644
420550125012,27815055,3991,40192,3424,123.098999,-77.50511013,39.75720089
420550121001,24653456,0,27204,2750,111.5459976,-77.59853661,39.73174758
420550103003,1766057,0,40662,1069,605.3029785,-77.53900354,40.04578597
420550116003,28831357,148893,26679,2101,72.87200165,-77.82163074,39.75723262
420550120003,10569115,0,20282,1102,104.2659988,-77.57655922,39.81255118
420550114001,66750267,46629,27515,1558,23.34070015,-77.83115581,39.95061167
420550103005,36359105,20793,24833,2079,57.17959976,-77.50295609,39.98835167
420550101003,115341254,176662,23984,1795,15.5625,-77.84792081,40.04298983
420550102002,182276406,346669,28619,2479,13.6001997,-77.72404814,40.04222538
420710118022,1357625,57269,47028,1328,978.1790161,-76.28042279,40.05673632
420710118023,455603,0,35232,1632,3582.070068,-76.28756278,40.05718165
420810003004,598938,11672,13523,1303,2175.52002,-77.03838623,41.24070591
420810003005,337558,9978,19596,614,1818.949951,-77.04503538,41.24326348
420810003007,292888,0,12358,1122,3830.820068,-77.02352559,41.24072042
420810004001,169099,0,13606,422,2495.580078,-77.01080013,41.24690125
420810004002,257591,0,25595,845,3280.389893,-77.01801448,41.24582346
420810004004,372260,0,16295,982,2637.939941,-77.01055297,41.24293969
420810004005,209220,0,10269,548,2619.25,-77.01417383,41.23890061
420810005001,197489,0,26763,700,3544.5,-76.99708926,41.24918241
420810005002,470365,0,17447,1027,2183.409912,-77.00371955,41.2485363
420810005003,207066,0,4881,1295,6254.040039,-77.00126472,41.24554092
420810006001,588825,0,21320,1042,1769.630005,-76.99178119,41.2488161
420810006002,702663,150115,19741,794,1129.98999,-76.98836685,41.24574151
420810006003,613810,0,19961,575,936.7719727,-77.00207607,41.24076268
421139601003,2041391,42117,23492,621,304.20401,-76.39868302,41.524959
421139601001,293444979,3337601,25697,1419,4.835659981,-76.37304715,41.4372923
421139602003,329133421,1725112,28806,957,2.90763998,-76.51597644,41.3578228
421139602002,174481699,284726,25772,588,3.369980097,-76.7303544,41.49118662
420810008002,1976845,553310,9642,778,393.5559998,-77.02385812,41.23330215
420810009001,905718,121735,16788,1259,1390.060059,-77.0477796,41.23232747
420810009002,4667145,943783,16850,1494,320.1099854,-77.06870853,41.22753693
420810010001,454688,8903,29095,838,1843.02002,-77.05284307,41.24327461
420810010002,2948298,367,25619,636,215.7180023,-77.07786831,41.23884909
420810010003,657544,0,17920,1874,2850,-77.06335737,41.23827884
420810103001,73760660,330445,25676,1281,17.36700058,-77.2317427,41.29361424
420333302001,410847,0,23700,623,1516.380005,-78.76184816,41.13147915
420010316002,36133520,170297,40312,828,22.91500092,-77.29554526,39.75741859
420010314021,23193239,160524,43239,824,35.52759933,-77.25535536,39.80301078
420010304005,35028658,38465,31710,653,18.64189911,-77.41993412,39.87665209
420010302002,55623364,227823,24861,2232,40.1269989,-77.15494099,39.95428409
420010309004,7018257,115919,31304,1538,219.1430054,-77.06224196,39.84138545
420010304001,80595434,619737,34155,1669,20.70840073,-77.40288055,39.93030793
420010308002,29834549,374933,35554,2192,73.47190094,-77.02278765,39.90306594
420010316001,31432099,92521,34304,1033,32.86449814,-77.3228298,39.82299823
420010317001,80706605,271245,24914,1119,13.86499977,-77.41677257,39.81268981
420010308004,19597366,57489,34437,2115,107.9229965,-76.99176586,39.86013804
420010314011,20064624,13631,30097,2510,125.0960007,-77.24808667,39.86037475
420010310001,7958234,46246,23487,1892,237.7409973,-77.02185314,39.81888853
420010306003,17587284,90566,30988,2094,119.0630035,-77.1887149,39.83829638
420333311002,1086651,72983,17111,953,877.007019,-78.42935825,41.0281053
420333312001,306751,0,23519,709,2311.320068,-78.44280754,41.02634416
420710118052,2013015,1190,30961,1175,583.7020264,-76.32285986,40.05334471
420333312002,619025,128421,28878,649,1048.420044,-78.44257997,41.01754601
420333304004,13366247,12252,24985,2073,155.0919952,-78.7388359,41.15497344
420710117032,3427768,8433,53463,1938,565.3829956,-76.39305095,40.08518773
420710117033,3901746,4230,35130,2914,746.8449707,-76.40326782,40.07526446
420710118031,2558523,11082,36082,1653,646.0759888,-76.29505185,40.09026013
421179503003,2887861,0,17479,1160,401.6809998,-77.54028146,41.9176811
421179504001,99448242,3781127,23034,949,9.542650223,-77.11344692,41.89842949
421139601002,150116215,577156,25702,1659,11.05140018,-76.40668966,41.50602389
421179510002,165133427,94529,20602,1301,7.878479958,-77.11337491,41.59218116
421139602001,216120694,650316,26854,1058,4.895410061,-76.59503519,41.51413491
421179506003,3175423,0,19556,2022,636.7659912,-77.08148394,41.80376721
421179507001,4596463,0,22190,630,137.0619965,-77.0586632,41.68338265
421179508001,6381326,30068,28114,1958,306.8330078,-77.29297165,41.74547527
421179506002,1704481,4837,27082,1379,809.0440063,-77.073518,41.81065207
421179508002,6316017,41634,30203,1346,213.1089935,-77.3135072,41.74618341
420710119022,4556792,37627,44107,1412,309.8670044,-76.26917288,40.10488423
420430220004,1382747,0,25235,1068,772.3759766,-76.85709028,40.28037702
420430221001,718142,0,30506,1023,1424.51001,-76.83148876,40.28646034
420710120011,696956,3264,33330,1074,1540.98999,-76.29103515,40.15895012
420710120012,358579,1474,34498,535,1492,-76.29786106,40.1596586
420710120013,519551,0,22280,661,1272.25,-76.30274804,40.15357376
420710120014,352883,0,25789,872,2471.070068,-76.29450374,40.15227196
420710120015,1089191,459,35519,2184,2005.160034,-76.29935168,40.14505771
420430219041,543477,0,30763,1199,2206.169922,-76.8770854,40.31424683
420430220001,443878,0,18894,1006,2266.389893,-76.83530939,40.2955057
420430220002,607457,0,32521,1356,2232.26001,-76.83962448,40.29086358
420750027013,9958303,0,22890,1242,124.7200012,-76.47410103,40.3577551
420410124001,5068877,2176,45874,1973,389.2380066,-77.2231198,40.19549953
420410120004,686208,0,31426,1030,1501,-77.19683085,40.21463329
420370502003,2541641,21902,26211,940,369.8399963,-76.52532301,41.1205255
420370513001,1329570,62695,21775,1439,1082.300049,-76.46030925,40.95295923
420370514001,2719882,409756,23441,1294,475.756012,-76.30833721,41.02850001
420370515002,152432621,1233127,29814,1316,8.633319855,-76.30019056,40.93248522
420370515003,17684090,183437,30250,602,34.04190063,-76.39904431,40.90275562
420370515005,28391711,96668,31443,736,25.92309952,-76.37795688,40.86525587
421090701002,4495479,20122,66657,1327,295.1849976,-76.8480585,40.83213096
421090701005,3533619,82693,24573,1022,289.2219849,-76.82364906,40.85816158
421090702003,37249080,330835,24859,2073,55.65240097,-76.97111832,40.81584718
421090703003,16803672,139777,17794,730,43.44290161,-77.03437186,40.84210227
420130109002,6416513,0,43263,1193,185.927002,-78.36528383,40.4625854
420130107001,2708368,0,17525,1383,510.6400146,-78.36820165,40.53581076
420130104022,19155122,133161,35839,1865,97.36299896,-78.36499952,40.5758716
420333308005,32702810,172113,22315,1468,44.88909912,-78.21465225,40.93735116
420333308004,18386381,148215,19073,1447,78.69960022,-78.20988293,40.96755316
420333306001,124643281,202335,22015,1137,9.122030258,-78.45141888,41.14573138
420333314022,143433302,250750,21227,1035,7.215899944,-78.53617679,41.06538136
420333316001,127091339,664299,19775,1024,8.057200432,-78.52624194,40.860522
420333313002,41474978,622415,27005,1002,24.15909958,-78.45627706,40.96866731
420333314012,47479054,2166691,31534,1347,28.37039948,-78.53564056,40.94786943
420010307003,2502580,0,24642,1771,707.6699829,-77.13626003,39.81042558
420010308001,1808891,66200,25511,1563,864.0650024,-76.97941099,39.93693082
420010308003,6987584,21100,23571,1298,185.7579956,-77.00449632,39.88524465
420010309001,2645703,53759,23388,1842,696.2230225,-77.06654283,39.86891535
420010309002,2876857,0,21169,2124,738.3060303,-77.05177308,39.87026592
420010311012,744351,0,21357,2023,2717.800049,-77.01580268,39.80517982
420010311013,1712957,4281,25918,1907,1113.280029,-77.00522815,39.80394346
420010313001,2046557,0,25615,2762,1349.579956,-77.0944479,39.74303351
421090703001,37531465,227746,24005,1547,41.21870041,-77.09298889,40.83679793
421090703002,52331858,330068,24678,1294,24.72680092,-77.08136615,40.77447518
420010313002,1845848,0,26861,1687,913.9429932,-77.08340853,39.74753942
420010314012,9580009,30121,41824,1682,175.5740051,-77.27366146,39.83494935
420010315011,984336,12297,9019,2191,2225.870117,-77.23674249,39.83707953
420010315012,497248,0,18822,1254,2521.879883,-77.22682209,39.83554595
420010315021,509960,0,17508,1047,2053.100098,-77.23997859,39.83168349
420010315022,731709,0,19503,1105,1510.160034,-77.23935349,39.82650067
420010315023,694261,0,27508,911,1312.189941,-77.2352343,39.82154234
420010315024,885324,0,25431,1135,1282.02002,-77.22543975,39.82922863
420990302024,779961,98787,21111,1442,1848.810059,-77.13361605,40.47925712
420370515006,53075074,629871,23141,743,13.9989996,-76.35444937,40.81899928
420370513002,31422453,2523426,29306,1611,51.26910019,-76.41803628,40.9798707
421090703004,19873079,170537,25986,679,34.16680145,-77.02451671,40.79879261
421090704003,52256865,1076228,22056,823,15.74909973,-77.18082649,40.81568398
421090705003,95998844,888213,21716,1455,15.15639973,-77.245851,40.76632159
421090705001,71172307,197397,18045,1158,16.27039909,-77.31319696,40.74813642
421090705002,9722650,16811,20565,1093,112.4179993,-77.31065389,40.70783711
421090706004,825866,0,24886,713,863.3359985,-76.94087736,40.76249736
420710143002,20602907,57918,19362,1592,77.27069855,-76.08551463,39.94144119
420710143003,21860852,84213,18013,1657,75.79759979,-76.06268072,39.90713804
420710143005,23220371,131469,25169,1257,54.13349915,-76.01055205,39.91488645
420710144012,16682870,147356,24292,3024,181.2640076,-76.21168314,39.91218414
420710145011,8301605,167756,34354,1105,133.1069946,-76.3073779,39.92485967
420710145024,27480101,123955,22382,1240,45.12360001,-76.15680156,39.76848394
421090707013,1257294,53598,26129,1635,1300.410034,-76.85825614,40.80704841
420879607002,558690,13117,12105,1241,2221.27002,-77.56623607,40.60045283
420710120022,1426549,2893,31877,915,641.40802,-76.31376228,40.1592203
420710121032,5473220,5285,30533,1416,258.7139893,-76.31992846,40.17285637
420710121024,1087992,2651,28665,842,773.9030151,-76.24213768,40.14749278
420710122001,666227,2321,23587,1814,2722.800049,-76.17084282,40.17070558
420710122002,1181390,0,29814,1001,847.3070068,-76.15830724,40.18118909
420710122003,665105,0,23954,1990,2992.01001,-76.16974276,40.1790016
420710123021,704611,14471,25134,1316,1867.699951,-76.18648031,40.18051496
420710123022,1163080,56441,24239,1057,908.7940063,-76.19495611,40.17278528
420710124043,4472007,45527,22623,1222,273.2550049,-76.17791974,40.16194129
420710124021,492304,6167,32180,613,1245.170044,-76.21048832,40.16524977
420710122004,946689,2382,26117,2500,2640.780029,-76.18181272,40.17322507
420710124022,838741,1336,27059,1269,1512.97998,-76.209427,40.15957702
420710124024,649216,0,23728,1152,1774.449951,-76.20375011,40.15203027
420710125013,3522673,17543,28775,2104,597.2739868,-76.06095863,40.24161471
420710128001,1923243,2164,28675,1738,903.6820068,-76.07676271,40.10662998
420710128002,1063241,0,23591,1987,1868.810059,-76.08934838,40.0999757
420710128003,2046129,0,24746,1693,827.4160156,-76.10274868,40.09579762
420710129002,17253160,57848,27227,1238,71.75499725,-76.12139113,40.12125127
420710144013,6640349,24483,27619,1188,178.9060059,-76.21160544,39.89092386
421059501003,197474982,73017,24132,1337,6.770480156,-77.90420564,41.90747775
421059502003,214978886,4533,21300,967,4.498119831,-78.08429677,41.86529775
421059501004,301962447,43472,18885,1097,3.6329,-77.74433496,41.83262532
421059502001,188227556,110989,21748,1245,6.614329815,-78.08211122,41.95621591
420130108004,946902,0,20243,1234,1303.199951,-78.20417441,40.46251511
420710130004,4293065,91035,31252,1238,288.3720093,-76.22294397,40.12341812
420710130005,4692427,79116,18733,1133,241.4530029,-76.19867375,40.11384274
420710132023,2375184,74078,26108,2628,1106.439941,-76.24379922,40.0286525
420710132045,8764157,66470,32584,538,61.38639832,-76.20998059,40.01451032
420710138001,19439875,333428,48137,1269,65.27819824,-76.38585711,39.96704831
420710141011,29079148,92735,20664,2020,69.46559906,-76.11231541,40.05170878
420710141022,27844765,168097,24983,3318,119.1610031,-76.12581879,39.98273799
420130101032,2099786,0,27611,1390,661.9719849,-78.24458722,40.68478347
420130106001,12517978,59360,36027,1057,84.43859863,-78.37544297,40.48883257
420710131011,16642938,110581,23363,2716,163.1920013,-76.19469721,40.06739985
420710131021,4079406,5796,26971,2349,575.8189697,-76.17918034,40.09295365
420710132022,1279992,0,27110,2236,1746.890015,-76.2544163,40.03721369
420710132031,6169420,42307,24312,1283,207.9609985,-76.21677103,40.05018534
420710132032,8953383,123590,27792,2205,246.276001,-76.24324586,40.06071127
420710144014,16503578,34153,38155,1379,83.55760193,-76.25402162,39.89758519
420710144021,3344312,51803,24969,2722,813.9190063,-76.16164728,39.89569946
420710144022,32463942,81809,25385,2006,61.79159927,-76.13477097,39.91570776
420131007002,607765,0,17492,933,1535.130005,-78.39332829,40.53008015
420710132033,3190881,86885,33807,1739,544.9910278,-76.24997096,40.07817023
420710132041,2891598,6218,34937,2468,853.507019,-76.22856101,40.03779039
420710132042,3716675,68175,33762,1216,327.1740112,-76.2083789,40.03243829
420710132043,5703202,32334,17490,1660,291.0650024,-76.18246855,40.03132311
420710134001,872934,27300,20385,1787,2047.119995,-76.27985929,40.04276581
420131006001,302862,0,32420,624,2060.340088,-78.40131249,40.53169327
420130107005,1212307,0,19465,1120,923.8579712,-78.35998127,40.53045065
420131017002,513473,0,14546,1472,2866.75,-78.38803976,40.52192147
420131018001,1284486,0,22963,885,688.9920044,-78.37344499,40.51694353
420710135011,1461548,1419,22510,2685,1837.089966,-76.32926764,40.0200939
420710135012,1019491,155,32845,1377,1350.670044,-76.34214511,40.01414831
420710135021,784240,4402,25089,1143,1457.459961,-76.33756608,40.03393568
420710135023,725156,0,27453,1542,2126.439941,-76.32776032,40.03161977
